accession	reason
SRX4701391	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4701408	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4701424	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4701443	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4701456	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4701458	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4705908	Failed mean read length (100 bp) filter, expected > 249 bp;Failed base count (81830380 bp) filter, expected > 125691225 bp
SRX4706073	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4706077	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4706108	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4706190	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4706196	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4706202	Failed mean read length (97 bp) filter, expected > 249 bp
SRX4706221	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4706292	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4706294	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4706313	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4706355	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4706409	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4706437	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4706439	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4706494	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4712731	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4712774	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4712797	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4712840	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4712873	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4712883	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4712890	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4717975	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4718028	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4718085	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4718102	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4718104	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4718125	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4718141	Failed mean read length (97 bp) filter, expected > 249 bp
SRX4718190	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4718192	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4718197	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4718216	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4718220	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4718226	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4718244	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4718245	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4718275	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4718310	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4718315	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4722214	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4722336	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4722337	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4722365	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4722369	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4722942	Failed mean read length (96 bp) filter, expected > 249 bp;Failed base count (50105584 bp) filter, expected > 125691225 bp
SRX4722976	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4722994	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4727812	Failed mean read length (97 bp) filter, expected > 249 bp
SRX4727813	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4727978	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4728063	Failed mean read length (93 bp) filter, expected > 249 bp
SRX4729784	Failed mean read length (97 bp) filter, expected > 249 bp
SRX4729801	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4729807	Failed mean read length (96 bp) filter, expected > 249 bp
SRX4729810	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4729831	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4729856	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4729868	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4729869	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4729909	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4729914	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4729922	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4739300	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4739317	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4739510	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4739513	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4739534	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4739545	Failed mean read length (95 bp) filter, expected > 249 bp
SRX4739571	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4739574	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4739584	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4744014	Failed mean read length (235 bp) filter, expected > 249 bp
SRX4743850	Failed mean read length (230 bp) filter, expected > 249 bp
SRX4743843	Failed mean read length (240 bp) filter, expected > 249 bp
SRX4743790	Failed mean read length (212 bp) filter, expected > 249 bp
SRX4746445	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4746472	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4746481	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4746484	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4746602	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4746622	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4746623	Failed mean read length (97 bp) filter, expected > 249 bp
SRX4746661	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4746670	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4746674	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4746685	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4746690	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4774497	Failed mean read length (149 bp) filter, expected > 249 bp
SRX4783801	Failed mean read length (245 bp) filter, expected > 249 bp
SRX4795660	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4795667	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4795688	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4795709	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4795734	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4795779	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4795782	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4795912	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4795976	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4795984	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4807061	Failed mean read length (149 bp) filter, expected > 249 bp
SRX4819701	Failed mean read length (149 bp) filter, expected > 249 bp
SRX4827695	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4828057	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4828064	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4829075	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4829094	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4829106	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4894986	Failed mean read length (149 bp) filter, expected > 249 bp
SRX4905849	Failed mean read length (149 bp) filter, expected > 249 bp
SRX4908698	Failed mean read length (143 bp) filter, expected > 249 bp
SRX4908765	Failed mean read length (226 bp) filter, expected > 249 bp
SRX4908760	Failed mean read length (191 bp) filter, expected > 249 bp
SRX4911239	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4911308	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4911315	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4911372	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4914046	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4914092	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4914133	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4914135	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4924735	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4924740	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4924742	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4925161	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4925183	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4925227	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4933356	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4933391	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4933407	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4933791	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4933798	Failed mean read length (96 bp) filter, expected > 249 bp
SRX4933816	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4933949	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4937308	Failed mean read length (246 bp) filter, expected > 249 bp
SRX4939594	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4941141	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4941177	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4941192	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4941217	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4941219	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4943302	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4943313	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4943325	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4943327	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4943328	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4943335	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4943336	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4944501	Failed mean read length (96 bp) filter, expected > 249 bp
SRX4944505	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4944515	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4944529	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4944544	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4952582	Failed mean read length (244 bp) filter, expected > 249 bp
SRX4952587	Failed mean read length (244 bp) filter, expected > 249 bp
SRX4952700	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4957562	Failed mean read length (246 bp) filter, expected > 249 bp
SRX4957935	Failed mean read length (148 bp) filter, expected > 249 bp
SRX4958303	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4958366	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4958368	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4958372	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4958374	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4958376	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4967408	Failed mean read length (136 bp) filter, expected > 249 bp
SRX4969805	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4970043	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4978343	Failed mean read length (149 bp) filter, expected > 249 bp
SRX4986911	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4993401	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4997119	Failed mean read length (149 bp) filter, expected > 249 bp
SRX4997145	Failed mean read length (146 bp) filter, expected > 249 bp
SRX4997162	Failed mean read length (149 bp) filter, expected > 249 bp
SRX4997166	Failed mean read length (148 bp) filter, expected > 249 bp
SRX4997176	Failed mean read length (148 bp) filter, expected > 249 bp
SRX5001751	Failed mean read length (98 bp) filter, expected > 249 bp
SRX5002332	Failed mean read length (99 bp) filter, expected > 249 bp
SRX5002526	Failed mean read length (98 bp) filter, expected > 249 bp
SRX5002653	Failed mean read length (99 bp) filter, expected > 249 bp
SRX5003049	Failed mean read length (100 bp) filter, expected > 249 bp
SRX5005945	Failed mean read length (99 bp) filter, expected > 249 bp
SRX5021185	Failed mean read length (99 bp) filter, expected > 249 bp
SRX5021197	Failed mean read length (99 bp) filter, expected > 249 bp
SRX5021198	Failed mean read length (100 bp) filter, expected > 249 bp
SRX5023355	Failed mean read length (99 bp) filter, expected > 249 bp
SRX5023356	Failed mean read length (99 bp) filter, expected > 249 bp
SRX5023369	Failed mean read length (99 bp) filter, expected > 249 bp
SRX5023384	Failed mean read length (100 bp) filter, expected > 249 bp
SRX5023386	Failed mean read length (100 bp) filter, expected > 249 bp
SRX5024102	Failed mean read length (99 bp) filter, expected > 249 bp
SRX5024124	Failed mean read length (100 bp) filter, expected > 249 bp
SRX5024125	Failed mean read length (99 bp) filter, expected > 249 bp
SRX5025430	Failed mean read length (246 bp) filter, expected > 249 bp
SRX5027427	Failed mean read length (149 bp) filter, expected > 249 bp
SRX5054783	Failed mean read length (148 bp) filter, expected > 249 bp
SRX5054789	Failed mean read length (149 bp) filter, expected > 249 bp
SRX5058162	Failed mean read length (99 bp) filter, expected > 249 bp
SRX5058199	Failed mean read length (98 bp) filter, expected > 249 bp
SRX5067549	Failed mean read length (100 bp) filter, expected > 249 bp
SRX5067578	Failed mean read length (99 bp) filter, expected > 249 bp
SRX5067590	Failed mean read length (99 bp) filter, expected > 249 bp
SRX5067724	Failed mean read length (99 bp) filter, expected > 249 bp
